Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta,Cluster_Venta
2024-02-12,2024.0,Jardín Express,Girasoles,3.0,13.13,39.39,21.98,65.94,26.55,0
2024-04-20,2024.0,Florería Central,Girasoles,36.0,12.35,444.6,19.34,696.24,251.64,1
2025-10-24,2025.0,Portal de las Flores,Girasoles,27.0,13.16,355.32,23.44,632.88,277.56,1
2024-07-01,2024.0,Florería Central,Orquídeas,38.0,41.65,1582.7,63.45,2411.1,828.4,2
2024-04-04,2024.0,Portal de las Flores,Lirios,24.0,18.73,449.52,29.51,708.24,258.72,1
2025-06-03,2025.0,EcoFlores Norte,Lirios,18.0,16.19,291.42,26.3,473.4,181.98,1
2024-12-25,2024.0,Portal de las Flores,Lirios,22.0,19.03,418.66,25.87,569.14,150.48,1
2025-11-26,2025.0,EcoFlores Norte,Lirios,10.0,15.43,154.3,24.34,243.4,89.1,1
2024-10-07,2024.0,Jardín Express,Rosas,11.0,20.0,220.0,26.88,295.68,75.68,0
2024-07-13,2024.0,EcoFlores Norte,Tulipanes,12.0,26.36,316.32,44.02,528.24,211.92,1
2024-07-13,2024.0,Florería Central,Orquídeas,42.0,46.83,1966.86,65.48,2750.16,783.3,2
2025-10-28,2025.0,Florería Central,Orquídeas,40.0,47.76,1910.4,84.26,3370.4,1460.0,2
2024-04-02,2024.0,Florería Central,Orquídeas,39.0,51.12,1993.68,84.84,3308.76,1315.08,2
2025-11-02,2025.0,EcoFlores Norte,Rosas,18.0,19.74,355.32,26.66,479.88,124.56,0
2024-03-01,2024.0,Jardín Express,Rosas,5.0,18.18,90.9,28.76,143.8,52.9,0
2025-09-25,2025.0,EcoFlores Norte,Rosas,23.0,20.15,463.45,32.07,737.61,274.16,0
2024-02-20,2024.0,Jardín Express,Lirios,11.0,18.34,201.74,29.27,321.97,120.23,1
2025-02-06,2025.0,EcoFlores Norte,Tulipanes,15.0,22.19,332.85,33.37,500.55,167.7,1
2024-01-05,2024.0,Portal de las Flores,Girasoles,19.0,12.47,236.93,20.75,394.25,157.32,1
2025-04-10,2025.0,Florería Central,Orquídeas,50.0,44.16,2208.0,63.52,3176.0,968.0,2
2025-11-12,2025.0,Jardín Express,Girasoles,11.0,12.05,132.55,18.53,203.83,71.28,0
2025-06-17,2025.0,EcoFlores Norte,Lirios,13.0,14.66,190.58,19.42,252.46,61.88,1
2025-02-08,2025.0,Jardín Express,Girasoles,5.0,15.98,79.9,24.91,124.55,44.65,0
2025-05-27,2025.0,Florería Central,Tulipanes,34.0,23.69,805.46,36.43,1238.62,433.16,1
2025-10-06,2025.0,Portal de las Flores,Orquídeas,15.0,45.07,676.05,75.91,1138.65,462.6,2
2024-08-20,2024.0,EcoFlores Norte,Lirios,14.0,16.83,235.62,28.54,399.56,163.94,1
2025-06-07,2025.0,Florería Central,Rosas,34.0,19.86,675.24,28.42,966.28,291.04,0
2024-12-11,2024.0,Florería Central,Girasoles,30.0,14.49,434.7,25.07,752.1,317.4,1
2024-02-15,2024.0,Florería Central,Orquídeas,25.0,39.69,992.25,58.88,1472.0,479.75,2
2025-06-29,2025.0,Portal de las Flores,Orquídeas,13.0,51.66,671.58,89.59,1164.67,493.09,2
2024-03-18,2024.0,Portal de las Flores,Orquídeas,9.0,45.23,407.07,77.98,701.82,294.75,2
2025-12-30,2025.0,Portal de las Flores,Lirios,20.0,15.93,318.6,22.31,446.2,127.6,1
2024-03-13,2024.0,Jardín Express,Rosas,9.0,15.6,140.4,24.07,216.63,76.23,0
2024-09-05,2024.0,Florería Central,Orquídeas,33.0,40.47,1335.51,53.9,1778.7,443.19,2
2024-02-16,2024.0,Jardín Express,Rosas,8.0,18.08,144.64,24.4,195.2,50.56,0
2024-04-30,2024.0,Jardín Express,Girasoles,11.0,14.14,155.54,24.47,269.17,113.63,0
2024-08-01,2024.0,EcoFlores Norte,Rosas,20.0,18.41,368.2,25.09,501.8,133.6,0
2024-08-26,2024.0,EcoFlores Norte,Lirios,18.0,18.54,333.72,25.59,460.62,126.9,1
2024-02-25,2024.0,Florería Central,Orquídeas,37.0,40.02,1480.74,58.22,2154.14,673.4,2
2024-12-15,2024.0,Portal de las Flores,Orquídeas,24.0,47.38,1137.12,68.72,1649.28,512.16,2
2024-04-16,2024.0,EcoFlores Norte,Rosas,11.0,19.06,209.66,33.78,371.58,161.92,0
2024-02-17,2024.0,Jardín Express,Rosas,6.0,17.83,106.98,24.5,147.0,40.02,0
2025-07-26,2025.0,Jardín Express,Girasoles,9.0,13.24,119.16,17.27,155.43,36.27,0
2024-12-02,2024.0,Portal de las Flores,Lirios,22.0,15.99,351.78,21.09,463.98,112.2,1
2024-01-26,2024.0,Florería Central,Orquídeas,33.0,49.45,1631.85,67.59,2230.47,598.62,2
2024-09-13,2024.0,Portal de las Flores,Tulipanes,24.0,25.81,619.44,45.7,1096.8,477.36,1
2024-01-08,2024.0,EcoFlores Norte,Lirios,17.0,17.66,300.22,24.86,422.62,122.4,1
2025-09-16,2025.0,Florería Central,Orquídeas,27.0,50.8,1371.6,71.24,1923.48,551.88,2
2024-09-09,2024.0,Florería Central,Tulipanes,28.0,22.14,619.92,31.03,868.84,248.92,1
2025-11-22,2025.0,Portal de las Flores,Orquídeas,10.0,50.65,506.5,67.04,670.4,163.9,2
2025-12-19,2025.0,EcoFlores Norte,Lirios,24.0,16.67,400.08,28.92,694.08,294.0,1
2024-10-29,2024.0,Portal de las Flores,Girasoles,17.0,15.88,269.96,22.38,380.46,110.5,1
2025-09-30,2025.0,Jardín Express,Rosas,7.0,16.02,112.14,22.77,159.39,47.25,0
2024-02-25,2024.0,EcoFlores Norte,Tulipanes,30.0,20.82,624.6,30.19,905.7,281.1,1
2025-12-26,2025.0,Portal de las Flores,Rosas,17.0,17.46,296.82,23.2,394.4,97.58,0
2025-06-09,2025.0,Jardín Express,Girasoles,4.0,14.73,58.92,19.27,77.08,18.16,0
2025-04-18,2025.0,Portal de las Flores,Orquídeas,15.0,45.06,675.9,58.74,881.1,205.2,2
2024-01-28,2024.0,EcoFlores Norte,Rosas,26.0,19.61,509.86,30.47,792.22,282.36,0
2024-03-18,2024.0,Jardín Express,Lirios,8.0,19.09,152.72,31.66,253.28,100.56,1
2024-08-03,2024.0,EcoFlores Norte,Tulipanes,4.0,25.57,102.28,38.91,155.64,53.36,1
2025-01-20,2025.0,EcoFlores Norte,Tulipanes,19.0,25.42,482.98,34.1,647.9,164.92,1
2024-12-30,2024.0,Florería Central,Lirios,34.0,16.63,565.42,22.54,766.36,200.94,1
2025-10-27,2025.0,Florería Central,Orquídeas,33.0,49.41,1630.53,78.01,2574.33,943.8,2
2025-06-09,2025.0,Jardín Express,Girasoles,8.0,13.21,105.68,19.83,158.64,52.96,0
2025-11-29,2025.0,Florería Central,Orquídeas,31.0,40.85,1266.35,55.74,1727.94,461.59,2
2024-11-07,2024.0,EcoFlores Norte,Lirios,21.0,19.41,407.61,27.19,570.99,163.38,1
2024-01-07,2024.0,Florería Central,Tulipanes,38.0,22.87,869.06,41.03,1559.14,690.08,1
2024-01-03,2024.0,Portal de las Flores,Rosas,18.0,16.27,292.86,28.4,511.2,218.34,0
2025-09-14,2025.0,Portal de las Flores,Tulipanes,14.0,21.73,304.22,28.68,401.52,97.3,1
2024-12-28,2024.0,Florería Central,Rosas,42.0,15.41,647.22,21.49,902.58,255.36,0
2025-05-22,2025.0,EcoFlores Norte,Girasoles,15.0,15.19,227.85,19.83,297.45,69.6,1
2024-09-30,2024.0,Portal de las Flores,Rosas,19.0,18.37,349.03,31.16,592.04,243.01,0
2025-05-20,2025.0,EcoFlores Norte,Tulipanes,22.0,26.84,590.48,39.4,866.8,276.32,1
2024-01-15,2024.0,Florería Central,Lirios,32.0,14.74,471.68,26.02,832.64,360.96,1
2024-07-10,2024.0,EcoFlores Norte,Tulipanes,19.0,22.43,426.17,32.29,613.51,187.34,1
2025-09-22,2025.0,EcoFlores Norte,Lirios,12.0,17.45,209.4,29.84,358.08,148.68,1
2025-04-29,2025.0,Jardín Express,Rosas,7.0,18.06,126.42,25.81,180.67,54.25,0
2024-01-28,2024.0,EcoFlores Norte,Rosas,12.0,20.0,240.0,30.72,368.64,128.64,0
2025-12-14,2025.0,EcoFlores Norte,Lirios,21.0,19.09,400.89,24.88,522.48,121.59,1
2024-02-08,2024.0,Portal de las Flores,Girasoles,8.0,15.88,127.04,21.37,170.96,43.92,1
2024-09-29,2024.0,Jardín Express,Girasoles,8.0,14.79,118.32,24.76,198.08,79.76,0
2024-08-18,2024.0,Florería Central,Lirios,31.0,15.92,493.52,24.98,774.38,280.86,1
2024-03-26,2024.0,Florería Central,Orquídeas,30.0,42.24,1267.2,56.82,1704.6,437.4,2
2025-04-18,2025.0,Jardín Express,Girasoles,7.0,13.46,94.22,22.69,158.83,64.61,0
2024-05-05,2024.0,Jardín Express,Rosas,8.0,19.6,156.8,28.79,230.32,73.52,0
2025-06-20,2025.0,EcoFlores Norte,Tulipanes,7.0,22.02,154.14,34.18,239.26,85.12,1
2024-05-24,2024.0,Jardín Express,Rosas,6.0,18.07,108.42,31.12,186.72,78.3,0
2025-06-08,2025.0,EcoFlores Norte,Girasoles,15.0,15.53,232.95,21.27,319.05,86.1,1
2024-07-30,2024.0,Florería Central,Tulipanes,41.0,25.15,1031.15,37.58,1540.78,509.63,1
2024-01-25,2024.0,EcoFlores Norte,Tulipanes,17.0,23.24,395.08,40.29,684.93,289.85,1
2025-08-02,2025.0,Portal de las Flores,Girasoles,24.0,15.96,383.04,24.29,582.96,199.92,1
2025-01-28,2025.0,EcoFlores Norte,Rosas,16.0,16.23,259.68,23.26,372.16,112.48,0
2024-03-07,2024.0,EcoFlores Norte,Lirios,10.0,16.06,160.6,24.82,248.2,87.6,1
2024-08-20,2024.0,Florería Central,Orquídeas,25.0,38.34,958.5,64.49,1612.25,653.75,2
2024-04-18,2024.0,Jardín Express,Tulipanes,14.0,27.48,384.72,39.04,546.56,161.84,1
2024-05-25,2024.0,Portal de las Flores,Rosas,10.0,19.17,191.7,30.74,307.4,115.7,0
2024-04-20,2024.0,Jardín Express,Tulipanes,7.0,27.5,192.5,39.58,277.06,84.56,1
2024-08-15,2024.0,Portal de las Flores,Orquídeas,18.0,47.53,855.54,81.15,1460.7,605.16,2
2024-04-20,2024.0,Florería Central,Orquídeas,31.0,51.12,1584.72,68.31,2117.61,532.89,2
2025-04-14,2025.0,EcoFlores Norte,Tulipanes,16.0,21.98,351.68,31.37,501.92,150.24,1
2024-02-03,2024.0,Portal de las Flores,Orquídeas,21.0,41.91,880.11,70.42,1478.82,598.71,2
2025-09-14,2025.0,EcoFlores Norte,Lirios,15.0,15.56,233.4,23.08,346.2,112.8,1
2025-01-03,2025.0,EcoFlores Norte,Lirios,16.0,16.72,267.52,24.27,388.32,120.8,1
2025-08-17,2025.0,EcoFlores Norte,Tulipanes,23.0,22.32,513.36,34.66,797.18,283.82,1
2025-07-07,2025.0,EcoFlores Norte,Rosas,12.0,16.55,198.6,26.77,321.24,122.64,0
2025-02-28,2025.0,Portal de las Flores,Rosas,22.0,19.5,429.0,27.55,606.1,177.1,0
2025-09-04,2025.0,EcoFlores Norte,Orquídeas,14.0,49.21,688.94,71.2,996.8,307.86,2
2025-06-01,2025.0,Portal de las Flores,Orquídeas,26.0,48.06,1249.56,79.13,2057.38,807.82,2
2025-11-22,2025.0,Jardín Express,Rosas,8.0,18.17,145.36,27.78,222.24,76.88,0
2024-10-08,2024.0,Florería Central,Orquídeas,27.0,45.92,1239.84,66.0,1782.0,542.16,2
2024-11-15,2024.0,Jardín Express,Rosas,13.0,16.24,211.12,25.55,332.15,121.03,0
2025-03-18,2025.0,EcoFlores Norte,Tulipanes,18.0,20.77,373.86,29.42,529.56,155.7,1
2024-11-10,2024.0,Jardín Express,Rosas,6.0,17.71,106.26,27.93,167.58,61.32,0
2025-01-11,2025.0,Jardín Express,Lirios,8.0,18.88,151.04,31.22,249.76,98.72,1
2024-10-15,2024.0,Jardín Express,Girasoles,9.0,14.54,130.86,22.09,198.81,67.95,0
2025-03-12,2025.0,Florería Central,Orquídeas,32.0,46.04,1473.28,74.73,2391.36,918.08,2
2025-10-23,2025.0,Portal de las Flores,Tulipanes,16.0,25.0,400.0,33.52,536.32,136.32,1
2024-10-03,2024.0,Portal de las Flores,Girasoles,20.0,13.13,262.6,20.65,413.0,150.4,1
2025-12-10,2025.0,Portal de las Flores,Girasoles,25.0,12.59,314.75,17.02,425.5,110.75,1
2025-08-04,2025.0,Jardín Express,Tulipanes,9.0,24.17,217.53,39.48,355.32,137.79,1
2025-05-17,2025.0,EcoFlores Norte,Rosas,22.0,19.77,434.94,31.89,701.58,266.64,0
2025-09-15,2025.0,Jardín Express,Rosas,9.0,18.66,167.94,26.31,236.79,68.85,0
2025-05-30,2025.0,Jardín Express,Rosas,5.0,20.39,101.95,32.73,163.65,61.7,0
2024-12-15,2024.0,Jardín Express,Tulipanes,3.0,24.05,72.15,38.15,114.45,42.3,1
2025-03-21,2025.0,EcoFlores Norte,Tulipanes,11.0,27.58,303.38,39.49,434.39,131.01,1
2024-12-15,2024.0,EcoFlores Norte,Girasoles,24.0,14.65,351.6,26.36,632.64,281.04,1
2025-08-29,2025.0,Jardín Express,Girasoles,9.0,14.62,131.58,19.94,179.46,47.88,0
2025-10-25,2025.0,Jardín Express,Rosas,11.0,19.45,213.95,32.6,358.6,144.65,0
2024-05-16,2024.0,EcoFlores Norte,Rosas,23.0,19.09,439.07,29.2,671.6,232.53,0
2024-08-30,2024.0,Florería Central,Orquídeas,31.0,44.51,1379.81,75.32,2334.92,955.11,2
2025-06-26,2025.0,Jardín Express,Girasoles,8.0,12.18,97.44,21.76,174.08,76.64,0
2024-02-09,2024.0,Florería Central,Lirios,19.0,17.83,338.77,30.46,578.74,239.97,1
2024-08-16,2024.0,Florería Central,Orquídeas,27.0,42.51,1147.77,57.93,1564.11,416.34,2
2025-07-01,2025.0,Jardín Express,Rosas,10.0,15.36,153.6,21.04,210.4,56.8,0
2024-08-10,2024.0,Jardín Express,Girasoles,2.0,12.22,24.44,19.98,39.96,15.52,0
2024-01-06,2024.0,Portal de las Flores,Tulipanes,6.0,22.16,132.96,33.48,200.88,67.92,1
2024-11-17,2024.0,Portal de las Flores,Rosas,17.0,18.27,310.59,25.51,433.67,123.08,0
2025-04-12,2025.0,Florería Central,Tulipanes,39.0,24.94,972.66,32.73,1276.47,303.81,1
2024-03-15,2024.0,EcoFlores Norte,Rosas,16.0,17.15,274.4,26.98,431.68,157.28,0
2024-01-04,2024.0,Jardín Express,Girasoles,11.0,15.06,165.66,25.06,275.66,110.0,0
2025-10-07,2025.0,EcoFlores Norte,Rosas,23.0,15.39,353.97,20.38,468.74,114.77,0
2024-04-27,2024.0,Portal de las Flores,Lirios,21.0,16.12,338.52,23.77,499.17,160.65,1
2025-08-28,2025.0,Jardín Express,Lirios,7.0,15.78,110.46,27.13,189.91,79.45,1
2025-05-18,2025.0,EcoFlores Norte,Lirios,20.0,17.89,357.8,25.1,502.0,144.2,1
2025-07-27,2025.0,EcoFlores Norte,Tulipanes,12.0,25.87,310.44,41.65,499.8,189.36,1
2025-03-16,2025.0,Jardín Express,Girasoles,11.0,12.67,139.37,17.14,188.54,49.17,0
2024-07-12,2024.0,Jardín Express,Girasoles,11.0,12.2,134.2,19.89,218.79,84.59,0
2025-12-15,2025.0,Portal de las Flores,Orquídeas,15.0,47.33,709.95,73.3,1099.5,389.55,2
2025-01-26,2025.0,EcoFlores Norte,Tulipanes,11.0,27.3,300.3,35.95,395.45,95.15,1
2024-01-26,2024.0,Portal de las Flores,Rosas,26.0,16.2,421.2,26.83,697.58,276.38,0
2025-03-10,2025.0,Jardín Express,Rosas,6.0,17.91,107.46,23.41,140.46,33.0,0
2024-06-21,2024.0,Portal de las Flores,Girasoles,20.0,16.0,320.0,22.58,451.6,131.6,1
2024-10-26,2024.0,EcoFlores Norte,Rosas,11.0,16.15,177.65,26.51,291.61,113.96,0
2025-10-06,2025.0,Jardín Express,Girasoles,10.0,13.97,139.7,24.53,245.3,105.6,0
2024-11-21,2024.0,Florería Central,Orquídeas,27.0,45.87,1238.49,65.42,1766.34,527.85,2
2025-02-13,2025.0,Jardín Express,Rosas,3.0,20.05,60.15,28.04,84.12,23.97,0
2024-04-27,2024.0,EcoFlores Norte,Orquídeas,17.0,51.02,867.34,83.59,1421.03,553.69,2
2025-12-24,2025.0,Florería Central,Orquídeas,38.0,39.21,1489.98,67.02,2546.76,1056.78,2
2024-08-12,2024.0,EcoFlores Norte,Rosas,17.0,19.6,333.2,26.87,456.79,123.59,0
2025-06-15,2025.0,Portal de las Flores,Girasoles,14.0,14.98,209.72,25.77,360.78,151.06,1
2024-04-22,2024.0,EcoFlores Norte,Rosas,24.0,18.2,436.8,29.82,715.68,278.88,0
2024-05-19,2024.0,EcoFlores Norte,Rosas,11.0,15.4,169.4,20.81,228.91,59.51,0
2025-07-12,2025.0,Portal de las Flores,Lirios,22.0,15.17,333.74,22.94,504.68,170.94,1
2024-01-01,2024.0,Florería Central,Tulipanes,12.0,25.38,304.56,41.55,498.6,194.04,1
2024-03-30,2024.0,Jardín Express,Girasoles,6.0,15.63,93.78,22.47,134.82,41.04,0
2025-10-15,2025.0,Florería Central,Orquídeas,32.0,50.54,1617.28,75.38,2412.16,794.88,2
2024-11-15,2024.0,EcoFlores Norte,Tulipanes,13.0,23.63,307.19,41.83,543.79,236.6,1
2025-07-03,2025.0,Florería Central,Orquídeas,36.0,48.21,1735.56,68.77,2475.72,740.16,2
2024-05-18,2024.0,EcoFlores Norte,Lirios,15.0,16.06,240.9,27.23,408.45,167.55,1
2025-05-25,2025.0,Jardín Express,Rosas,4.0,18.68,74.72,25.65,102.6,27.88,0
2024-09-15,2024.0,EcoFlores Norte,Lirios,17.0,14.69,249.73,23.35,396.95,147.22,1
2025-11-03,2025.0,Portal de las Flores,Orquídeas,21.0,49.32,1035.72,88.76,1863.96,828.24,2
2025-11-20,2025.0,Portal de las Flores,Lirios,25.0,19.37,484.25,34.05,851.25,367.0,1
2024-01-10,2024.0,EcoFlores Norte,Lirios,11.0,17.66,194.26,31.69,348.59,154.33,1
2024-09-17,2024.0,Florería Central,Lirios,30.0,14.96,448.8,21.48,644.4,195.6,1
2025-10-11,2025.0,Jardín Express,Rosas,5.0,16.71,83.55,22.5,112.5,28.95,0
2024-06-20,2024.0,Portal de las Flores,Girasoles,12.0,12.6,151.2,22.59,271.08,119.88,1
2024-01-13,2024.0,Jardín Express,Rosas,13.0,15.4,200.2,21.13,274.69,74.49,0
2024-06-16,2024.0,EcoFlores Norte,Rosas,21.0,17.98,377.58,30.95,649.95,272.37,0
2025-10-03,2025.0,Portal de las Flores,Tulipanes,20.0,25.5,510.0,42.48,849.6,339.6,1
2025-08-18,2025.0,Jardín Express,Rosas,8.0,15.99,127.92,25.44,203.52,75.6,0
2024-11-16,2024.0,Jardín Express,Lirios,12.0,16.87,202.44,28.81,345.72,143.28,1
2024-11-14,2024.0,Florería Central,Girasoles,42.0,15.32,643.44,25.39,1066.38,422.94,1
2025-09-04,2025.0,Jardín Express,Girasoles,7.0,13.65,95.55,18.73,131.11,35.56,0
2024-11-24,2024.0,EcoFlores Norte,Rosas,11.0,17.73,195.03,26.11,287.21,92.18,0
2025-07-03,2025.0,Florería Central,Girasoles,41.0,14.03,575.23,19.38,794.58,219.35,1
2025-02-22,2025.0,Florería Central,Tulipanes,42.0,22.87,960.54,29.95,1257.9,297.36,1
2025-08-28,2025.0,Jardín Express,Rosas,11.0,15.41,169.51,24.55,270.05,100.54,0
2024-04-04,2024.0,Portal de las Flores,Girasoles,18.0,13.68,246.24,22.7,408.6,162.36,1
2025-08-03,2025.0,Jardín Express,Girasoles,8.0,13.03,104.24,23.34,186.72,82.48,0
2024-11-13,2024.0,Jardín Express,Girasoles,5.0,14.54,72.7,24.94,124.7,52.0,0
2024-08-23,2024.0,Portal de las Flores,Lirios,15.0,15.77,236.55,27.34,410.1,173.55,1
2024-11-29,2024.0,Florería Central,Orquídeas,35.0,39.0,1365.0,68.48,2396.8,1031.8,2
2025-01-10,2025.0,Florería Central,Lirios,32.0,16.9,540.8,26.08,834.56,293.76,1
2025-04-03,2025.0,Portal de las Flores,Tulipanes,30.0,24.62,738.6,38.07,1142.1,403.5,1
2024-05-16,2024.0,Portal de las Flores,Rosas,17.0,17.81,302.77,25.34,430.78,128.01,0
2025-08-10,2025.0,Portal de las Flores,Tulipanes,33.0,24.31,802.23,33.18,1094.94,292.71,1
2025-06-30,2025.0,Jardín Express,Rosas,9.0,20.32,182.88,31.08,279.72,96.84,0
2025-05-27,2025.0,Portal de las Flores,Lirios,18.0,16.84,303.12,29.08,523.44,220.32,1
2024-10-22,2024.0,Portal de las Flores,Girasoles,19.0,15.82,300.58,21.56,409.64,109.06,1
2024-11-15,2024.0,Jardín Express,Rosas,9.0,15.89,143.01,28.33,254.97,111.96,0
2025-07-25,2025.0,EcoFlores Norte,Lirios,9.0,19.37,174.33,27.98,251.82,77.49,1
2024-12-14,2024.0,EcoFlores Norte,Lirios,23.0,19.0,437.0,25.45,585.35,148.35,1
2024-08-16,2024.0,Portal de las Flores,Lirios,29.0,15.72,455.88,28.2,817.8,361.92,1
2024-09-26,2024.0,Jardín Express,Girasoles,9.0,12.07,108.63,16.94,152.46,43.83,0
2024-10-17,2024.0,Florería Central,Rosas,43.0,20.05,862.15,35.75,1537.25,675.1,0
2025-12-25,2025.0,EcoFlores Norte,Tulipanes,16.0,27.46,439.36,44.62,713.92,274.56,1
2024-06-13,2024.0,EcoFlores Norte,Girasoles,23.0,12.09,278.07,19.48,448.04,169.97,1
2024-01-05,2024.0,Portal de las Flores,Tulipanes,27.0,26.24,708.48,39.36,1062.72,354.24,1
2025-01-13,2025.0,Portal de las Flores,Girasoles,16.0,13.61,217.76,22.95,367.2,149.44,1
2024-03-18,2024.0,EcoFlores Norte,Rosas,24.0,17.14,411.36,24.13,579.12,167.76,0
2025-02-13,2025.0,Jardín Express,Girasoles,11.0,12.74,140.14,21.69,238.59,98.45,0
2025-07-27,2025.0,Portal de las Flores,Lirios,20.0,14.7,294.0,20.21,404.2,110.2,1
2024-05-11,2024.0,EcoFlores Norte,Lirios,17.0,15.85,269.45,23.77,404.09,134.64,1
2025-08-23,2025.0,Jardín Express,Lirios,8.0,19.2,153.6,31.35,250.8,97.2,1
2024-02-11,2024.0,Florería Central,Girasoles,32.0,15.9,508.8,27.85,891.2,382.4,1
2024-03-29,2024.0,EcoFlores Norte,Tulipanes,19.0,24.02,456.38,40.42,767.98,311.6,1
2025-02-05,2025.0,Portal de las Flores,Rosas,17.0,16.11,273.87,26.16,444.72,170.85,0
2024-10-22,2024.0,Jardín Express,Girasoles,9.0,12.25,110.25,19.86,178.74,68.49,0
2024-10-21,2024.0,Portal de las Flores,Lirios,12.0,17.43,209.16,24.98,299.76,90.6,1
2025-09-07,2025.0,Florería Central,Orquídeas,10.0,48.42,484.2,66.15,661.5,177.3,2
2025-06-09,2025.0,Portal de las Flores,Orquídeas,20.0,45.62,912.4,61.35,1227.0,314.6,2
2025-11-21,2025.0,EcoFlores Norte,Tulipanes,18.0,20.97,377.46,31.95,575.1,197.64,1
2025-09-28,2025.0,EcoFlores Norte,Lirios,18.0,14.97,269.46,24.13,434.34,164.88,1
2025-02-25,2025.0,Jardín Express,Orquídeas,6.0,41.95,251.7,61.25,367.5,115.8,2
2025-07-28,2025.0,Portal de las Flores,Lirios,18.0,15.27,274.86,25.2,453.6,178.74,1
2024-05-22,2024.0,Jardín Express,Girasoles,4.0,14.34,57.36,19.21,76.84,19.48,0
2025-10-26,2025.0,Florería Central,Lirios,40.0,17.18,687.2,25.72,1028.8,341.6,1
2024-05-24,2024.0,Jardín Express,Girasoles,8.0,13.33,106.64,22.7,181.6,74.96,0
2025-05-17,2025.0,Florería Central,Lirios,44.0,19.08,839.52,30.57,1345.08,505.56,1
2025-09-07,2025.0,Portal de las Flores,Orquídeas,22.0,48.69,1071.18,65.88,1449.36,378.18,2
2024-04-13,2024.0,EcoFlores Norte,Rosas,18.0,17.79,320.22,25.86,465.48,145.26,0
2024-02-08,2024.0,EcoFlores Norte,Orquídeas,16.0,39.36,629.76,57.04,912.64,282.88,2
2024-07-16,2024.0,Florería Central,Lirios,40.0,16.37,654.8,23.39,935.6,280.8,1
2025-10-07,2025.0,Florería Central,Orquídeas,42.0,39.28,1649.76,64.11,2692.62,1042.86,2
2025-08-01,2025.0,Portal de las Flores,Girasoles,14.0,13.95,195.3,20.13,281.82,86.52,1
2025-01-25,2025.0,Jardín Express,Girasoles,9.0,12.12,109.08,20.92,188.28,79.2,0
2024-06-27,2024.0,Portal de las Flores,Tulipanes,15.0,26.7,400.5,39.42,591.3,190.8,1
2025-07-07,2025.0,Portal de las Flores,Girasoles,19.0,12.24,232.56,17.11,325.09,92.53,1
2025-03-23,2025.0,Florería Central,Orquídeas,24.0,48.17,1156.08,70.37,1688.88,532.8,2
2025-05-14,2025.0,EcoFlores Norte,Tulipanes,22.0,25.14,553.08,45.12,992.64,439.56,1
2024-01-15,2024.0,EcoFlores Norte,Lirios,12.0,17.14,205.68,24.01,288.12,82.44,1
2025-09-14,2025.0,EcoFlores Norte,Rosas,18.0,16.92,304.56,23.28,419.04,114.48,0
2025-10-30,2025.0,Jardín Express,Girasoles,12.0,12.74,152.88,22.17,266.04,113.16,0
2024-10-15,2024.0,Jardín Express,Rosas,10.0,18.74,187.4,31.88,318.8,131.4,0
2025-04-22,2025.0,Jardín Express,Tulipanes,7.0,27.46,192.22,45.86,321.02,128.8,1
2024-08-18,2024.0,Jardín Express,Girasoles,8.0,13.95,111.6,22.5,180.0,68.4,0
2025-02-23,2025.0,Jardín Express,Rosas,4.0,18.93,75.72,26.25,105.0,29.28,0
2024-06-05,2024.0,Jardín Express,Rosas,10.0,16.03,160.3,27.54,275.4,115.1,0
2025-07-03,2025.0,EcoFlores Norte,Lirios,22.0,14.53,319.66,24.19,532.18,212.52,1
2025-03-16,2025.0,Florería Central,Tulipanes,14.0,27.5,385.0,36.52,511.28,126.28,1
2024-04-06,2024.0,Portal de las Flores,Tulipanes,18.0,20.78,374.04,33.52,603.36,229.32,1
2025-02-14,2025.0,EcoFlores Norte,Tulipanes,8.0,25.61,204.88,39.79,318.32,113.44,1
2024-10-15,2024.0,EcoFlores Norte,Rosas,21.0,20.54,431.34,26.93,565.53,134.19,0
2024-09-10,2024.0,Florería Central,Rosas,29.0,16.69,484.01,22.47,651.63,167.62,0
2024-07-14,2024.0,EcoFlores Norte,Girasoles,16.0,15.19,243.04,26.87,429.92,186.88,1
2025-08-20,2025.0,Jardín Express,Girasoles,8.0,13.0,104.0,21.89,175.12,71.12,0
2025-06-05,2025.0,Portal de las Flores,Orquídeas,25.0,44.78,1119.5,65.28,1632.0,512.5,2
2025-05-31,2025.0,EcoFlores Norte,Rosas,12.0,17.47,209.64,25.77,309.24,99.6,0
2025-09-26,2025.0,Florería Central,Rosas,34.0,16.75,569.5,26.13,888.42,318.92,0
2024-04-27,2024.0,Jardín Express,Rosas,9.0,19.12,172.08,26.68,240.12,68.04,0
2024-06-07,2024.0,Portal de las Flores,Orquídeas,17.0,38.89,661.13,53.99,917.83,256.7,2
2024-08-15,2024.0,Portal de las Flores,Orquídeas,18.0,45.04,810.72,69.66,1253.88,443.16,2
2024-08-03,2024.0,Florería Central,Orquídeas,30.0,40.61,1218.3,60.48,1814.4,596.1,2
2025-11-26,2025.0,EcoFlores Norte,Rosas,12.0,17.41,208.92,28.43,341.16,132.24,0
